0.000000, 0.000000, 0.000000, 0.093564
0.005686, 0.000000, 0.000000, 0.249842
0.015689, 0.000000, 0.000000, 0.487925
0.035905, 0.000000, 0.000000, 1.043748
0.062800, 0.000000, 0.000000, 1.336958
0.091666, 0.000000, 0.000000, 1.437223
0.125045, 0.000000, 0.000000, 1.826147
0.163034, 0.000000, 0.000000, 2.051713
0.209920, 0.000000, 0.000000, 2.452396
0.259221, 0.000000, 0.000000, 2.590340
0.312358, 0.000000, 0.000000, 2.655835
0.371723, 0.000000, 0.000000, 2.969023
0.441311, 0.000000, 0.000000, 3.482994
0.526451, 0.000000, 0.000000, 4.072955
0.606848, 0.000000, 0.000000, 4.198887
0.691619, 0.000000, 0.000000, 4.260969
0.777879, 0.000000, 0.000000, 4.376280
0.869510, 0.000000, 0.000000, 4.497787
0.989214, 0.000000, 0.000000, 4.477684
1.047563, 0.000000, 0.000000, 4.484511
1.138353, 0.000000, 0.000000, 4.489695
1.228639, 0.000000, 0.000000, 4.484764
1.316892, 0.000000, 0.000000, 4.363636
1.427162, 0.000000, 0.000000, 4.104059
1.478294, 0.000000, 0.000000, 4.057909
1.581661, 0.000000, 0.000000, 4.101783
1.644231, 0.000000, 0.000000, 4.090783
1.721358, 0.000000, 0.000000, 3.908206
1.795939, 0.000000, 0.000000, 3.574156
1.864715, 0.000000, 0.000000, 3.631938
1.937412, 0.000000, 0.000000, 3.648249
2.005848, 0.000000, 0.000000, 3.405993
2.097643, 0.000000, 0.000000, 3.371349
2.141308, 0.000000, 0.000000, 3.390315
2.212006, 0.000000, 0.000000, 3.393223
2.279563, 0.000000, 0.000000, 3.391959
2.356042, 0.000000, 0.000000, 3.387027
2.415485, 0.000000, 0.000000, 3.308636
2.492021, 0.000000, 0.000000, 3.227715
2.551047, 0.000000, 0.000000, 3.206727
2.619699, 0.000000, 0.000000, 3.179922
2.687849, 0.000000, 0.000000, 3.174232
2.746867, 0.000000, 0.000000, 3.171324
2.792700, 0.000000, 0.000000, 3.014667
2.852716, 0.000000, 0.000000, 3.056391
2.937883, 0.000000, 0.000000, 3.100392
2.991232, 0.000000, 0.000000, 3.046782
3.050529, 0.000000, 0.000000, 2.946390
3.110400, 0.000000, 0.000000, 2.987483
3.170474, 0.000000, 0.000000, 2.979138
3.229714, 0.000000, 0.000000, 2.983816
3.274100, 0.000000, 0.000000, 2.978253
3.334702, 0.000000, 0.000000, 2.806929
3.398377, 0.000000, 0.000000, 2.641421
3.436345, 0.000000, 0.000000, 2.575673
3.486103, 0.000000, 0.000000, 2.563156
3.536597, 0.000000, 0.000000, 2.546972
3.595137, 0.000000, 0.000000, 2.320394
3.631471, 0.000000, 0.000000, 2.226198
